Rk,Player,G,RushingAtt,RushingYds,RushingAvg,RushingTD,ReceivingRec,ReceivingYds,ReceivingAvg,ReceivingTD,ScrimmagePlays,ScrimmageYds,ScrimmageAvg,ScrimmageTD,Season
1,Jimmy Crowley,10.0,133.0,742.0,5.6,6.0,11.0,274.0,24.9,2.0,144,1016,7.1,8,1924
2,Don Miller,9.0,125.0,794.0,6.4,5.0,19.0,346.0,18.2,2.0,144,1140,7.9,7,1924
3,Elmer Layden,9.0,120.0,445.0,3.7,6.0,,,,,120,445,3.7,6,1924
4,Bernie Livergood,10.0,53.0,229.0,4.3,2.0,1.0,22.0,22.0,1.0,54,251,4.6,3,1924
5,Doc Connell,10.0,46.0,268.0,5.8,1.0,4.0,65.0,16.3,0.0,50,333,6.7,1,1924
6,Bill Cerney,10.0,40.0,118.0,3.0,3.0,,,,,40,118,3.0,3,1924
7,Harry O'Boyle,10.0,20.0,203.0,10.2,2.0,,,,,20,203,10.2,2,1924
8,Harry Stuhldreher,9.0,20.0,19.0,1.0,2.0,6.0,42.0,7.0,0.0,26,61,2.3,2,1924
9,John Roach,10.0,10.0,67.0,6.7,2.0,1.0,3.0,3.0,1.0,11,70,6.4,3,1924
10,Eddie Scharer,10.0,10.0,-1.0,-0.1,0.0,,,,,10,-1,-0.1,0,1924
11,Tom Hearden,10.0,8.0,29.0,3.6,0.0,,,,,8,29,3.6,0,1924
12,Max Houser,10.0,7.0,35.0,5.0,0.0,1.0,8.0,8.0,0.0,8,43,5.4,0,1924
13,Red Edwards,10.0,6.0,-1.0,-0.2,0.0,,,,,6,-1,-0.2,0,1924
14,Frank Reese,10.0,3.0,3.0,1.0,0.0,,,,,3,3,1.0,0,1924
15,Gerry Miller,10.0,2.0,4.0,2.0,0.0,1.0,18.0,18.0,0.0,3,22,7.3,0,1924
16,Joe Prelli,10.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1924
17,Bernie Coughlin,10.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1924
18,Wilbur Eaton,10.0,,,,,1.0,30.0,30.0,0.0,1,30,30.0,0,1924
19,Chuck Collins,10.0,,,,,1.0,20.0,20.0,0.0,1,20,20.0,0,1924
20,Clem Crowe,10.0,,,,,1.0,15.0,15.0,0.0,1,15,15.0,0,1924
1,Marchy Schwartz,10.0,123.0,928.0,7.5,9.0,1.0,4.0,4.0,0.0,124,932,7.5,9,1930
2,Marty Brill,10.0,84.0,449.0,5.3,6.0,2.0,27.0,13.5,0.0,86,476,5.5,6,1930
3,Joe Savoldi,6.0,67.0,440.0,6.6,6.0,,,,,67,440,6.6,6,1930
4,Larry Mullins,8.0,51.0,230.0,4.5,3.0,,,,,51,230,4.5,3,1930
5,Bucky O'Connor,9.0,46.0,294.0,6.4,3.0,,,,,46,294,6.4,3,1930
6,Mike Koken,6.0,42.0,106.0,2.5,2.0,,,,,42,106,2.5,2,1930
7,Dan Hanley,4.0,24.0,167.0,7.0,2.0,1.0,12.0,12.0,0.0,25,179,7.2,2,1930
8,Bernie Leahy,4.0,16.0,43.0,2.7,0.0,,,,,16,43,2.7,0,1930
9,Clarence Kaplan,5.0,13.0,113.0,8.7,0.0,,,,,13,113,8.7,0,1930
10,Frank Carideo,10.0,13.0,45.0,3.5,1.0,4.0,63.0,15.8,1.0,17,108,6.4,2,1930
11,Fred Staab,3.0,12.0,43.0,3.6,1.0,,,,,12,43,3.6,1,1930
12,Joe Sheeketski,1.0,9.0,37.0,4.1,0.0,,,,,9,37,4.1,0,1930
13,Nick Lukats,2.0,8.0,24.0,3.0,1.0,,,,,8,24,3.0,1,1930
14,Al Howard,3.0,6.0,8.0,1.3,0.0,,,,,6,8,1.3,0,1930
15,Ed Kosky,10.0,5.0,64.0,12.8,0.0,4.0,79.0,19.8,1.0,9,143,15.9,1,1930
16,Johnny O'Brien,10.0,3.0,29.0,9.7,0.0,2.0,19.0,9.5,0.0,5,48,9.6,0,1930
17,Carl Cronin,4.0,3.0,24.0,8.0,0.0,,,,,3,24,8.0,0,1930
18,Paul Host,10.0,2.0,-2.0,-1.0,0.0,1.0,13.0,13.0,0.0,3,11,3.7,0,1930
19,Ray Bailie,10.0,1.0,5.0,5.0,0.0,,,,,1,5,5.0,0,1930
20,Tom Conley,10.0,,,,,3.0,116.0,38.7,1.0,3,116,38.7,1,1930
21,Chuck Jaskwhich,6.0,,,,,1.0,2.0,2.0,0.0,1,2,2.0,0,1930
1,Fred Evans,9.0,141.0,480.0,3.4,,9.0,132.0,14.7,,150,612,4.1,0,1941
2,Steve Juzwik,9.0,101.0,376.0,3.7,,17.0,305.0,17.9,,118,681,5.8,0,1941
3,Creighton Miller,9.0,59.0,183.0,3.1,,,,,,59,183,3.1,0,1941
4,Angelo Bertelli,9.0,41.0,56.0,1.4,,,,,,41,56,1.4,0,1941
5,Bill Earley,9.0,30.0,51.0,1.7,,5.0,106.0,21.2,,35,157,4.5,0,1941
6,John Warner,9.0,24.0,86.0,3.6,,,,,,24,86,3.6,0,1941
7,Don Hogan,9.0,10.0,15.0,1.5,,,,,,10,15,1.5,0,1941
8,Edward McNeill,9.0,6.0,15.0,2.5,,,,,,6,15,2.5,0,1941
9,Richard Creevey,9.0,3.0,19.0,6.3,,,,,,3,19,6.3,0,1941
10,Tom Miller,9.0,1.0,1.0,1.0,,2.0,68.0,34.0,,3,69,23.0,0,1941
11,Robert Dove,9.0,,,,,15.0,187.0,12.5,,15,187,12.5,0,1941
12,George Murphy,9.0,,,,,13.0,130.0,10.0,,13,130,10.0,0,1941
13,Harry Wright,9.0,,,,,9.0,108.0,12.0,,9,108,12.0,0,1941
14,Matthew Bolger,9.0,,,,,8.0,135.0,16.9,,8,135,16.9,0,1941
15,John Kovatch,9.0,,,,,3.0,41.0,13.7,,3,41,13.7,0,1941
1,Creighton Miller,10.0,151.0,911.0,6.0,,,,,,151,911,6.0,0,1943
2,Jim Mello,10.0,137.0,714.0,5.2,,,,,,137,714,5.2,0,1943
3,Julius Rykovich,10.0,66.0,339.0,5.1,,,,,,66,339,5.1,0,1943
4,Victor Kulbitski,10.0,48.0,265.0,5.5,,,,,,48,265,5.5,0,1943
5,Johnny Lujack,10.0,46.0,191.0,4.2,,,,,,46,191,4.2,0,1943
6,Robert Hanlon,10.0,40.0,142.0,3.6,,,,,,40,142,3.6,0,1943
7,Bob Kelly,10.0,38.0,119.0,3.1,,,,,,38,119,3.1,0,1943
8,Fred Earley,10.0,22.0,121.0,5.5,,,,,,22,121,5.5,0,1943
9,Robert Palladino,10.0,20.0,190.0,9.5,,,,,,20,190,9.5,0,1943
10,Ray Davis,10.0,18.0,55.0,3.1,,,,,,18,55,3.1,0,1943
11,Angelo Bertelli,10.0,14.0,22.0,1.6,,,,,,14,22,1.6,0,1943
12,Chick Mazzioli,10.0,4.0,34.0,8.5,,,,,,4,34,8.5,0,1943
13,Ed Krupa,10.0,4.0,13.0,3.3,,,,,,4,13,3.3,0,1943
14,Al Skat,10.0,1.0,15.0,15.0,,,,,,1,15,15.0,0,1943
15,Frank Dancewicz,10.0,1.0,6.0,6.0,,,,,,1,6,6.0,0,1943
1,Bob Kelly,10.0,133.0,676.0,5.1,,,,,,133,676,5.1,0,1944
2,Frank Dancewicz,10.0,69.0,230.0,3.3,,,,,,69,230,3.3,0,1944
3,Elmer Angsman,10.0,58.0,273.0,4.7,,,,,,58,273,4.7,0,1944
4,Jim Brennan,10.0,38.0,231.0,6.1,,,,,,38,231,6.1,0,1944
5,Chick Maggioli,10.0,34.0,185.0,5.4,,,,,,34,185,5.4,0,1944
6,Nunzio Marino,10.0,33.0,162.0,4.9,,,,,,33,162,4.9,0,1944
7,Marty Wendell,10.0,31.0,82.0,2.6,,,,,,31,82,2.6,0,1944
8,Steve Nemeth,10.0,28.0,164.0,5.9,,,,,,28,164,5.9,0,1944
9,George Terlep,10.0,23.0,110.0,4.8,,,,,,23,110,4.8,0,1944
10,Joe Gasparella,10.0,21.0,97.0,4.6,,,,,,21,97,4.6,0,1944
11,John Corbisiero,10.0,11.0,58.0,5.3,,,,,,11,58,5.3,0,1944
12,Art Fitzgerald,10.0,5.0,26.0,5.2,,,,,,5,26,5.2,0,1944
13,Jim McGurk,10.0,3.0,15.0,5.0,,,,,,3,15,5.0,0,1944
14,Ed Clasby,10.0,2.0,10.0,5.0,,,,,,2,10,5.0,0,1944
15,Frank Ruggerio,10.0,2.0,9.0,4.5,,,,,,2,9,4.5,0,1944
16,John LeBrou,10.0,2.0,2.0,1.0,,,,,,2,2,1.0,0,1944
17,Bill Chandler,10.0,2.0,2.0,1.0,,,,,,2,2,1.0,0,1944
1,Elmer Angsman,10.0,87.0,616.0,7.1,,,,,,87,616,7.1,0,1945
2,Frank Ruggerio,10.0,79.0,279.0,3.5,,,,,,79,279,3.5,0,1945
3,Phil Colella,10.0,63.0,317.0,5.0,,,,,,63,317,5.0,0,1945
4,Terry Brennan,10.0,57.0,252.0,4.4,,,,,,57,252,4.4,0,1945
5,Bill Gompers,10.0,36.0,185.0,5.1,,,,,,36,185,5.1,0,1945
6,Emil Slovak,10.0,24.0,92.0,3.8,,,,,,24,92,3.8,0,1945
7,John Agnone,10.0,22.0,131.0,6.0,,,,,,22,131,6.0,0,1945
8,John Panelli,10.0,18.0,115.0,6.4,,,,,,18,115,6.4,0,1945
9,Bill Zehler,10.0,15.0,122.0,8.1,,,,,,15,122,8.1,0,1945
10,Floyd Simmons,10.0,14.0,42.0,3.0,,,,,,14,42,3.0,0,1945
11,Joe Yonto,10.0,13.0,53.0,4.1,,,,,,13,53,4.1,0,1945
12,Frank Dancewicz,10.0,12.0,12.0,1.0,,,,,,12,12,1.0,0,1945
13,Jim McGurk,10.0,11.0,29.0,2.6,,,,,,11,29,2.6,0,1945
14,Stan Krivik,10.0,9.0,39.0,4.3,,,,,,9,39,4.3,0,1945
15,George Ratterman,10.0,8.0,8.0,1.0,,,,,,8,8,1.0,0,1945
16,Bob Van Sumner,10.0,7.0,13.0,1.9,,,,,,7,13,1.9,0,1945
17,Leon Traney,10.0,4.0,37.0,9.3,,,,,,4,37,9.3,0,1945
18,Coy McGee,10.0,3.0,29.0,9.7,,,,,,3,29,9.7,0,1945
19,Dick Heman,10.0,3.0,3.0,1.0,,,,,,3,3,1.0,0,1945
20,Joe Gasparella,10.0,2.0,10.0,5.0,,,,,,2,10,5.0,0,1945
21,Frank Tripucka,10.0,2.0,8.0,4.0,,,,,,2,8,4.0,0,1945
22,Tom Potter,10.0,2.0,6.0,3.0,,,,,,2,6,3.0,0,1945
23,Fred Earley,10.0,1.0,3.0,3.0,,,,,,1,3,3.0,0,1945
1,Terry Brennan,9.0,74.0,329.0,4.4,,10.0,154.0,15.4,,84,483,5.8,0,1946
2,Jim Mello,9.0,61.0,307.0,5.0,,2.0,40.0,20.0,,63,347,5.5,0,1946
3,John Panelli,9.0,58.0,265.0,4.6,,,,,,58,265,4.6,0,1946
4,Emil Sitko,9.0,54.0,346.0,6.4,,3.0,55.0,18.3,,57,401,7.0,0,1946
5,Bill Gompers,9.0,51.0,279.0,5.5,,1.0,35.0,35.0,,52,314,6.0,0,1946
6,Mike Swistowicz,9.0,41.0,186.0,4.5,,4.0,70.0,17.5,,45,256,5.7,0,1946
7,Gerry Cowhig,9.0,40.0,199.0,5.0,,4.0,42.0,10.5,,44,241,5.5,0,1946
8,Bob Livingstone,9.0,40.0,191.0,4.8,,3.0,38.0,12.7,,43,229,5.3,0,1946
9,Floyd Simmons,9.0,36.0,229.0,6.4,,2.0,43.0,21.5,,38,272,7.2,0,1946
10,Corwin Clatt,9.0,28.0,105.0,3.8,,,,,,28,105,3.8,0,1946
11,Johnny Lujack,9.0,23.0,108.0,4.7,,,,,,23,108,4.7,0,1946
12,Coy McGee,9.0,21.0,250.0,11.9,,,,,,21,250,11.9,0,1946
13,Ernie Zalejski,9.0,14.0,154.0,11.0,,2.0,24.0,12.0,,16,178,11.1,0,1946
14,Lank Smith,9.0,6.0,39.0,6.5,,,,,,6,39,6.5,0,1946
15,John Agnone,9.0,5.0,13.0,2.6,,,,,,5,13,2.6,0,1946
16,George Ratterman,9.0,4.0,24.0,6.0,,,,,,4,24,6.0,0,1946
17,Jim McGurk,9.0,4.0,7.0,1.8,,,,,,4,7,1.8,0,1946
18,Len LeCluyse,9.0,3.0,-9.0,-3.0,,,,,,3,-9,-3.0,0,1946
19,Larry Coutre,9.0,2.0,11.0,5.5,,,,,,2,11,5.5,0,1946
20,Pete Ashbaugh,9.0,2.0,-10.0,-5.0,,1.0,29.0,29.0,,3,19,6.3,0,1946
21,Emil Slovak,9.0,1.0,18.0,18.0,,,,,,1,18,18.0,0,1946
22,Jim Brennan,9.0,1.0,1.0,1.0,,,,,,1,1,1.0,0,1946
23,Frank Tripucka,9.0,1.0,-6.0,-6.0,,,,,,1,-6,-6.0,0,1946
24,Jack Zilly,9.0,,,,,8.0,152.0,19.0,,8,152,19.0,0,1946
25,Bob Skoglund,9.0,,,,,6.0,76.0,12.7,,6,76,12.7,0,1946
26,Leon Hart,9.0,,,,,5.0,107.0,21.4,,5,107,21.4,0,1946
27,Jim Martin,9.0,,,,,4.0,37.0,9.3,,4,37,9.3,0,1946
28,Paul Limont,9.0,,,,,2.0,7.0,3.5,,2,7,3.5,0,1946
29,Frank Kosikowski,9.0,,,,,1.0,2.0,2.0,,1,2,2.0,0,1946
1,Terry Brennan,9.0,87.0,404.0,4.6,,16.0,191.0,11.9,,103,595,5.8,0,1947
2,John Panelli,9.0,72.0,254.0,3.5,,3.0,38.0,12.7,,75,292,3.9,0,1947
3,Emil Sitko,9.0,60.0,426.0,7.1,,4.0,48.0,12.0,,64,474,7.4,0,1947
4,Mike Swistowicz,9.0,58.0,257.0,4.4,,3.0,42.0,14.0,,61,299,4.9,0,1947
5,Bob Livingstone,9.0,45.0,242.0,5.4,,4.0,78.0,19.5,,49,320,6.5,0,1947
6,Coy McGee,9.0,36.0,158.0,4.4,,7.0,92.0,13.1,,43,250,5.8,0,1947
7,Larry Coutre,9.0,34.0,127.0,3.7,,4.0,87.0,21.8,,38,214,5.6,0,1947
8,Floyd Simmons,9.0,26.0,73.0,2.8,,4.0,32.0,8.0,,30,105,3.5,0,1947
9,Bill Gompers,9.0,20.0,136.0,6.8,,1.0,1.0,1.0,,21,137,6.5,0,1947
10,Johnny Lujack,9.0,12.0,139.0,11.6,,,,,,12,139,11.6,0,1947
11,Lank Smith,9.0,12.0,67.0,5.6,,1.0,37.0,37.0,,13,104,8.0,0,1947
12,Bill Gay,9.0,12.0,36.0,3.0,,2.0,20.0,10.0,,14,56,4.0,0,1947
13,Corwin Clatt,9.0,11.0,49.0,4.5,,,,,,11,49,4.5,0,1947
14,Jim Martin,9.0,10.0,86.0,8.6,,12.0,156.0,13.0,,22,242,11.0,0,1947
15,Frank Tripucka,9.0,5.0,-36.0,-7.2,,,,,,5,-36,-7.2,0,1947
16,Jim Brennan,9.0,4.0,18.0,4.5,,,,,,4,18,4.5,0,1947
17,Frank Spaniel,9.0,4.0,13.0,3.3,,,,,,4,13,3.3,0,1947
18,Len LeCluyse,9.0,3.0,9.0,3.0,,,,,,3,9,3.0,0,1947
19,Roger Brown,9.0,2.0,3.0,1.5,,,,,,2,3,1.5,0,1947
20,Bill Wightkin,9.0,1.0,3.0,3.0,,10.0,144.0,14.4,,11,147,13.4,0,1947
21,Leon Hart,9.0,,,,,9.0,156.0,17.3,,9,156,17.3,0,1947
22,Doug Waybright,9.0,,,,,4.0,47.0,11.8,,4,47,11.8,0,1947
23,Bill Leonard,9.0,,,,,1.0,15.0,15.0,,1,15,15.0,0,1947
24,Ray Espenan,9.0,,,,,1.0,15.0,15.0,,1,15,15.0,0,1947
1,Emil Sitko,10.0,129.0,742.0,5.8,,7.0,70.0,10.0,,136,812,6.0,0,1948
2,John Panelli,10.0,92.0,692.0,7.5,,,,,,92,692,7.5,0,1948
3,Jack Landry,10.0,80.0,309.0,3.9,,1.0,10.0,10.0,,81,319,3.9,0,1948
4,Bill Gay,10.0,64.0,382.0,6.0,,10.0,131.0,13.1,,74,513,6.9,0,1948
5,Terry Brennan,10.0,48.0,284.0,5.9,,5.0,102.0,20.4,,53,386,7.3,0,1948
6,Mike Swistowicz,10.0,41.0,172.0,4.2,,,,,,41,172,4.2,0,1948
7,Larry Coutre,10.0,27.0,152.0,5.6,,2.0,-1.0,-0.5,,29,151,5.2,0,1948
8,Leo McKillip,10.0,26.0,96.0,3.7,,,,,,26,96,3.7,0,1948
9,Frank Spaniel,10.0,24.0,174.0,7.3,,1.0,3.0,3.0,,25,177,7.1,0,1948
10,Frank Tripucka,10.0,16.0,-28.0,-1.8,,,,,,16,-28,-1.8,0,1948
11,Fred Wallner,10.0,11.0,37.0,3.4,,,,,,11,37,3.4,0,1948
12,Dick Cotter,10.0,9.0,33.0,3.7,,,,,,9,33,3.7,0,1948
13,Ernie Zalejski,10.0,7.0,34.0,4.9,,,,,,7,34,4.9,0,1948
14,Bob Williams,10.0,6.0,11.0,1.8,,,,,,6,11,1.8,0,1948
15,Jim Martin,10.0,5.0,0.0,0.0,,14.0,98.0,7.0,,19,98,5.2,0,1948
16,Leon Hart,10.0,4.0,39.0,9.8,,16.0,231.0,14.4,,20,270,13.5,0,1948
17,Bill Wightkin,10.0,4.0,32.0,8.0,,4.0,112.0,28.0,,8,144,18.0,0,1948
18,Lank Smith,10.0,4.0,28.0,7.0,,,,,,4,28,7.0,0,1948
19,Coy McGee,10.0,2.0,5.0,2.5,,,,,,2,5,2.5,0,1948
20,Al Lesko,10.0,,,,,1.0,14.0,14.0,,1,14,14.0,0,1948
1,Emil Sitko,10.0,120.0,712.0,5.9,,2.0,15.0,7.5,0.0,122,727,6.0,0,1949
2,Larry Coutre,10.0,102.0,645.0,6.3,,13.0,271.0,20.8,0.0,115,916,8.0,0,1949
3,Frank Spaniel,10.0,80.0,496.0,6.2,,16.0,212.0,13.3,3.0,96,708,7.4,3,1949
4,Billy Barrett,10.0,75.0,359.0,4.8,,6.0,125.0,20.8,3.0,81,484,6.0,3,1949
5,Jack Landry,10.0,37.0,147.0,4.0,,,,,,37,147,4.0,0,1949
6,Bob Williams,10.0,34.0,63.0,1.9,,,,,,34,63,1.9,0,1949
7,Ernie Zalejski,10.0,29.0,171.0,5.9,,5.0,151.0,30.2,4.0,34,322,9.5,4,1949
8,Leon Hart,10.0,18.0,73.0,4.1,,19.0,257.0,13.5,5.0,37,330,8.9,5,1949
9,Dick Cotter,10.0,16.0,64.0,4.0,,,,,,16,64,4.0,0,1949
10,Bill Gay,10.0,14.0,47.0,3.4,,5.0,60.0,12.0,1.0,19,107,5.6,1,1949
11,Mike Swistowicz,10.0,11.0,53.0,4.8,,,,,,11,53,4.8,0,1949
12,Del Gander,10.0,10.0,52.0,5.2,,,,,,10,52,5.2,0,1949
13,Gerald Begley,10.0,4.0,7.0,1.8,,,,,,4,7,1.8,0,1949
14,Bill Wightkin,10.0,3.0,14.0,4.7,,17.0,309.0,18.2,2.0,20,323,16.2,2,1949
15,Gene Smith,10.0,3.0,3.0,1.0,,,,,,3,3,1.0,0,1949
16,John Petitbon,10.0,3.0,-9.0,-3.0,,,,,,3,-9,-3.0,0,1949
17,Jack Bush,10.0,2.0,11.0,5.5,,,,,,2,11,5.5,0,1949
18,George Dickson,10.0,2.0,3.0,1.5,,,,,,2,3,1.5,0,1949
19,John Mazur,10.0,2.0,0.0,0.0,,,,,,2,0,0.0,0,1949
20,Leo McKillip,10.0,1.0,11.0,11.0,,,,,,1,11,11.0,0,1949
21,Ray Espenan,10.0,1.0,0.0,0.0,,,,,,1,0,0.0,0,1949
22,William Whiteside,10.0,1.0,-8.0,-8.0,,,,,,1,-8,-8.0,0,1949
23,Jim Mutscheller,10.0,,,,,2.0,27.0,13.5,0.0,2,27,13.5,0,1949
24,Bill Flynn,10.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,1949
1,Jack Landry,9.0,109.0,491.0,4.5,,7.0,57.0,8.1,0.0,116,548,4.7,0,1950
2,John Petitbon,9.0,65.0,388.0,6.0,,18.0,269.0,14.9,2.0,83,657,7.9,2,1950
3,Billy Barrett,9.0,41.0,171.0,4.2,,4.0,34.0,8.5,0.0,45,205,4.6,0,1950
4,Bob Williams,9.0,40.0,115.0,2.9,,,,,,40,115,2.9,0,1950
5,Dick Cotter,9.0,28.0,111.0,4.0,,1.0,6.0,6.0,0.0,29,117,4.0,0,1950
6,Del Gander,9.0,25.0,77.0,3.1,,4.0,44.0,11.0,0.0,29,121,4.2,0,1950
7,Bill Gay,9.0,21.0,63.0,3.0,,7.0,57.0,8.1,1.0,28,120,4.3,1,1950
8,Gerry Marchand,9.0,21.0,38.0,1.8,,4.0,52.0,13.0,1.0,25,90,3.6,1,1950
9,Robert Paolone,9.0,14.0,35.0,2.5,,1.0,11.0,11.0,0.0,15,46,3.1,0,1950
10,Murray Johnson,9.0,13.0,38.0,2.9,,4.0,27.0,6.8,0.0,17,65,3.8,0,1950
11,Dave Flood,9.0,11.0,33.0,3.0,,,,,,11,33,3.0,0,1950
12,John Mazur,9.0,2.0,-7.0,-3.5,,,,,,2,-7,-3.5,0,1950
13,Jim Mutscheller,9.0,1.0,-6.0,-6.0,,35.0,426.0,12.2,7.0,36,420,11.7,7,1950
14,Chet Ostrowski,9.0,,,,,26.0,221.0,8.5,1.0,26,221,8.5,1,1950
15,Bob Kapish,9.0,,,,,1.0,8.0,8.0,0.0,1,8,8.0,0,1950
1,Neil Worden,10.0,181.0,676.0,3.7,,12.0,111.0,9.3,,193,787,4.1,0,1951
2,Paul Reynolds,10.0,93.0,375.0,4.0,,6.0,80.0,13.3,,99,455,4.6,0,1951
3,Billy Barrett,10.0,69.0,210.0,3.0,,8.0,136.0,17.0,,77,346,4.5,0,1951
4,Johnny Lattner,10.0,68.0,341.0,5.0,,8.0,157.0,19.6,,76,498,6.6,0,1951
5,John Petitbon,10.0,48.0,227.0,4.7,,8.0,105.0,13.1,,56,332,5.9,0,1951
6,Joe Heap,10.0,38.0,166.0,4.4,,2.0,25.0,12.5,,40,191,4.8,0,1951
7,John Mazur,10.0,23.0,-38.0,-1.7,,,,,,23,-38,-1.7,0,1951
8,Ralph Guglielmi,10.0,21.0,-32.0,-1.5,,,,,,21,-32,-1.5,0,1951
9,Frank Paterra,10.0,19.0,98.0,5.2,,,,,,19,98,5.2,0,1951
10,Del Gander,10.0,11.0,42.0,3.8,,,,,,11,42,3.8,0,1951
11,Tom Carey,10.0,11.0,-7.0,-0.6,,,,,,11,-7,-0.6,0,1951
12,Tom McHugh,10.0,7.0,29.0,4.1,,,,,,7,29,4.1,0,1951
13,Bob Joseph,10.0,2.0,11.0,5.5,,,,,,2,11,5.5,0,1951
14,Don Bianco,10.0,1.0,-2.0,-2.0,,,,,,1,-2,-2.0,0,1951
15,Dave Flood,10.0,1.0,-6.0,-6.0,,,,,,1,-6,-6.0,0,1951
16,Jim Mutscheller,10.0,,,,,20.0,305.0,15.3,,20,305,15.3,0,1951
17,Chet Ostrowski,10.0,,,,,15.0,204.0,13.6,,15,204,13.6,0,1951
18,Minnie Mavraides,10.0,,,,,2.0,17.0,8.5,,2,17,8.5,0,1951
19,Bob Toneff,10.0,,,,,1.0,21.0,21.0,,1,21,21.0,0,1951
20,Don Penza,10.0,,,,,1.0,6.0,6.0,,1,6,6.0,0,1951
1,Neil Worden,10.0,150.0,504.0,3.4,,16.0,80.0,5.0,0.0,166,584,3.5,0,1952
2,Johnny Lattner,10.0,148.0,734.0,5.0,,17.0,252.0,14.8,1.0,165,986,6.0,1,1952
3,Joe Heap,10.0,89.0,383.0,4.3,,29.0,407.0,14.0,2.0,118,790,6.7,2,1952
4,Ralph Guglielmi,10.0,48.0,31.0,0.6,,,,,,48,31,0.6,0,1952
5,Tom Carey,10.0,42.0,62.0,1.5,,1.0,-11.0,-11.0,0.0,43,51,1.2,0,1952
6,Tom McHugh,10.0,32.0,124.0,3.9,,,,,,32,124,3.9,0,1952
7,Frank Paterra,10.0,28.0,130.0,4.6,,3.0,17.0,5.7,0.0,31,147,4.7,0,1952
8,Paul Reynolds,10.0,18.0,49.0,2.7,,,,,,18,49,2.7,0,1952
9,Bob Arrix,10.0,3.0,5.0,1.7,,,,,,3,5,1.7,0,1952
10,Bob Joseph,10.0,2.0,12.0,6.0,,,,,,2,12,6.0,0,1952
11,Bob Rigali,10.0,1.0,14.0,14.0,,,,,,1,14,14.0,0,1952
12,Bob Martin,10.0,1.0,2.0,2.0,,,,,,1,2,2.0,0,1952
13,Rockne Morrissey,10.0,1.0,-2.0,-2.0,,,,,,1,-2,-2.0,0,1952
14,Art Hunter,10.0,,,,,16.0,246.0,15.4,1.0,16,246,15.4,1,1952
15,Don Penza,10.0,,,,,11.0,164.0,14.9,0.0,11,164,14.9,0,1952
16,Bob O'Neil,10.0,,,,,1.0,12.0,12.0,0.0,1,12,12.0,0,1952
1,Neil Worden,10.0,145.0,859.0,5.9,,1.0,8.0,8.0,0.0,146,867,5.9,0,1953
2,Johnny Lattner,10.0,134.0,651.0,4.9,,14.0,204.0,14.6,1.0,148,855,5.8,1,1953
3,Tom McHugh,10.0,67.0,341.0,5.1,,,,,,67,341,5.1,0,1953
4,Joe Heap,10.0,62.0,314.0,5.1,,22.0,336.0,15.3,5.0,84,650,7.7,5,1953
5,Ralph Guglielmi,10.0,60.0,74.0,1.2,,,,,,60,74,1.2,0,1953
6,Dick Fitzgerald,10.0,56.0,254.0,4.5,,,,,,56,254,4.5,0,1953
7,Don Schaefer,10.0,23.0,100.0,4.3,,1.0,42.0,42.0,0.0,24,142,5.9,0,1953
8,Tom Carey,10.0,21.0,57.0,2.7,,,,,,21,57,2.7,0,1953
9,Dick Washington,10.0,18.0,78.0,4.3,,1.0,16.0,16.0,0.0,19,94,4.9,0,1953
10,Dick Keller,10.0,15.0,91.0,6.1,,2.0,8.0,4.0,1.0,17,99,5.8,1,1953
11,Nick Raich,10.0,8.0,42.0,5.3,,,,,,8,42,5.3,0,1953
12,Bob Rigali,10.0,4.0,11.0,2.8,,,,,,4,11,2.8,0,1953
13,Jim Bigelow,10.0,1.0,6.0,6.0,,,,,,1,6,6.0,0,1953
14,Joe Markowski,10.0,1.0,2.0,2.0,,,,,,1,2,2.0,0,1953
15,Armando Galardo,10.0,1.0,1.0,1.0,,,,,,1,1,1.0,0,1953
16,Dan Shannon,10.0,,,,,7.0,138.0,19.7,2.0,7,138,19.7,2,1953
17,Don Penza,10.0,,,,,7.0,113.0,16.1,0.0,7,113,16.1,0,1953
18,Paul Matz,10.0,,,,,5.0,61.0,12.2,0.0,5,61,12.2,0,1953
19,Gene Kapish,10.0,,,,,1.0,15.0,15.0,0.0,1,15,15.0,0,1953
20,Don George,10.0,,,,,1.0,14.0,14.0,0.0,1,14,14.0,0,1953
1,Don Schaefer,10.0,141.0,766.0,5.4,,3.0,60.0,20.0,0.0,144,826,5.7,0,1954
2,Joe Heap,10.0,110.0,594.0,5.4,,18.0,369.0,20.5,0.0,128,963,7.5,0,1954
3,Ralph Guglielmi,10.0,79.0,95.0,1.2,,,,,,79,95,1.2,0,1954
4,Jim Morse,10.0,68.0,345.0,5.1,,15.0,236.0,15.7,3.0,83,581,7.0,3,1954
5,Dean Studer,10.0,30.0,151.0,5.0,,1.0,47.0,47.0,0.0,31,198,6.4,0,1954
6,Paul Reynolds,10.0,29.0,113.0,3.9,,4.0,51.0,12.8,0.0,33,164,5.0,0,1954
7,Paul Hornung,10.0,23.0,159.0,6.9,,,,,,23,159,6.9,0,1954
8,Tom Carey,10.0,19.0,25.0,1.3,,,,,,19,25,1.3,0,1954
9,Dick Fitzgerald,10.0,13.0,26.0,2.0,,2.0,37.0,18.5,0.0,15,63,4.2,0,1954
