Rk,Season,Player,First_Name,Last_Name,G,RushingAtt,RushingYds,RushingAvg,RushingTD,ReceivingRec,ReceivingYds,ReceivingAvg,ReceivingTD,ScrimmagePlays,ScrimmageYds,ScrimmageAvg,ScrimmageTD
9,1996,Emmett Mosley,Emmett,Mosley,11.0,11.0,57.0,5.2,1.0,24.0,369.0,15.4,0.0,35,426,12.2,1
10,1996,Jarious Jackson,Jarious,Jackson,6.0,11.0,16.0,1.5,0.0,,,,,11,16,1.5,0
11,1996,Shannon Stephens,Shannon,Stephens,8.0,3.0,12.0,4.0,0.0,9.0,193.0,21.4,1.0,12,205,17.1,1
12,1996,Kevin Carretta,Kevin,Carretta,11.0,3.0,9.0,3.0,1.0,5.0,91.0,18.2,0.0,8,100,12.5,1
13,1996,Scott Palumbo,Scott,Palumbo,5.0,2.0,2.0,1.0,0.0,,,,,2,2,1.0,0
14,1996,Cikai Champion,Cikai,Champion,10.0,1.0,39.0,39.0,0.0,5.0,83.0,16.6,1.0,6,122,20.3,1
15,1996,Deke Cooper,Deke,Cooper,11.0,1.0,-4.0,-4.0,0.0,1.0,9.0,9.0,0.0,2,5,2.5,0
16,1996,Pete Chryplewicz,Pete,Chryplewicz,11.0,,,,,27.0,331.0,12.3,4.0,27,331,12.3,4
17,1996,Malcolm Johnson,Malcolm,Johnson,11.0,,,,,25.0,449.0,18.0,2.0,25,449,18.0,2
18,1996,Raki Nelson,Raki,Nelson,10.0,,,,,8.0,128.0,16.0,1.0,8,128,16.0,1
19,1996,Bobby Brown,Bobby,Brown,8.0,,,,,2.0,84.0,42.0,0.0,2,84,42.0,0
20,1996,John Cerasani,John,Cerasani,9.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0
21,1996,Bert Berry,Bert,Berry,11.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0
1,1997,Autry Denson,Autry,Denson,12.0,264.0,1268.0,4.8,12.0,30.0,175.0,5.8,1.0,294,1443,4.9,13
2,1997,Clement Stokes,Clement,Stokes,11.0,75.0,344.0,4.6,3.0,2.0,9.0,4.5,0.0,77,353,4.6,3
3,1997,Ron Powlus,Ron,Powlus,12.0,46.0,-49.0,-1.1,0.0,,,,,46,-49,-1.1,0
4,1997,Ken Barry,Ken,Barry,12.0,35.0,186.0,5.3,0.0,10.0,97.0,9.7,0.0,45,283,6.3,0
5,1997,Tony Driver,Tony,Driver,12.0,35.0,125.0,3.6,3.0,1.0,2.0,2.0,0.0,36,127,3.5,3
6,1997,Jamie Spencer,Jamie,Spencer,12.0,24.0,105.0,4.4,1.0,7.0,30.0,4.3,0.0,31,135,4.4,1
7,1997,Joey Goodspeed,Joey,Goodspeed,3.0,18.0,81.0,4.5,0.0,3.0,12.0,4.0,0.0,21,93,4.4,0
8,1997,Jarious Jackson,Jarious,Jackson,7.0,8.0,36.0,4.5,3.0,,,,,8,36,4.5,3
9,1997,Allen Rossum,Allen,Rossum,12.0,1.0,4.0,4.0,0.0,,,,,1,4,4.0,0
10,1997,Joey Getherall,Joey,Getherall,7.0,1.0,-1.0,-1.0,0.0,9.0,103.0,11.4,0.0,10,102,10.2,0
11,1997,Bobby Brown,Bobby,Brown,12.0,,,,,45.0,543.0,12.1,6.0,45,543,12.1,6
12,1997,Malcolm Johnson,Malcolm,Johnson,12.0,,,,,42.0,596.0,14.2,2.0,42,596,14.2,2
13,1997,Raki Nelson,Raki,Nelson,12.0,,,,,23.0,341.0,14.8,0.0,23,341,14.8,0
14,1997,Jabari Holloway,Jabari,Holloway,10.0,,,,,8.0,144.0,18.0,1.0,8,144,18.0,1
15,1997,Dan O'Leary,Dan,O'Leary,7.0,,,,,6.0,81.0,13.5,0.0,6,81,13.5,0
16,1997,Jay Johnson,Jay,Johnson,6.0,,,,,3.0,76.0,25.3,0.0,3,76,25.3,0
17,1997,Mike Denvir,Mike,Denvir,11.0,,,,,1.0,15.0,15.0,0.0,1,15,15.0,0
1,1998,Autry Denson,Autry,Denson,11.0,251.0,1176.0,4.7,15.0,6.0,81.0,13.5,0.0,257,1257,4.9,15
2,1998,Jarious Jackson,Jarious,Jackson,11.0,113.0,441.0,3.9,3.0,,,,,113,441,3.9,3
3,1998,Jamie Spencer,Jamie,Spencer,11.0,54.0,256.0,4.7,2.0,4.0,38.0,9.5,0.0,58,294,5.1,2
4,1998,Joey Goodspeed,Joey,Goodspeed,11.0,29.0,202.0,7.0,0.0,,,,,29,202,7.0,0
5,1998,Tony Fisher,Tony,Fisher,11.0,18.0,75.0,4.2,0.0,,,,,18,75,4.2,0
6,1998,Arnaz Battle,Arnaz,Battle,11.0,13.0,53.0,4.1,0.0,,,,,13,53,4.1,0
7,1998,Eric Chappell,Eric,Chappell,11.0,9.0,45.0,5.0,0.0,,,,,9,45,5.0,0
8,1998,Jason Murray,Jason,Murray,11.0,6.0,21.0,3.5,0.0,,,,,6,21,3.5,0
9,1998,Darcey Levy,Darcey,Levy,11.0,6.0,20.0,3.3,1.0,,,,,6,20,3.3,1
10,1998,David Givens,David,Givens,11.0,4.0,26.0,6.5,1.0,,,,,4,26,6.5,1
11,1998,Joey Getherall,Joey,Getherall,11.0,2.0,6.0,3.0,0.0,13.0,197.0,15.2,1.0,15,203,13.5,1
12,1998,Javin Hunter,Javin,Hunter,11.0,1.0,15.0,15.0,0.0,,,,,1,15,15.0,0
13,1998,Tony Driver,Tony,Driver,11.0,1.0,2.0,2.0,0.0,,,,,1,2,2.0,0
14,1998,Malcolm Johnson,Malcolm,Johnson,11.0,,,,,43.0,692.0,16.1,6.0,43,692,16.1,6
15,1998,Jabari Holloway,Jabari,Holloway,11.0,,,,,15.0,262.0,17.5,2.0,15,262,17.5,2
16,1998,Bobby Brown,Bobby,Brown,11.0,,,,,13.0,286.0,22.0,1.0,13,286,22.0,1
17,1998,Raki Nelson,Raki,Nelson,11.0,,,,,11.0,217.0,19.7,2.0,11,217,19.7,2
18,1998,Jay Johnson,Jay,Johnson,11.0,,,,,4.0,69.0,17.3,0.0,4,69,17.3,0
19,1998,Dan O'Leary,Dan,O'Leary,11.0,,,,,3.0,32.0,10.7,1.0,3,32,10.7,1
20,1998,Jim Sanson,Jim,Sanson,11.0,,,,,1.0,-5.0,-5.0,0.0,1,-5,-5.0,0
1,1999,Tony Fisher,Tony,Fisher,12.0,156.0,783.0,5.0,5.0,18.0,296.0,16.4,2.0,174,1079,6.2,7
2,1999,Jarious Jackson,Jarious,Jackson,12.0,140.0,464.0,3.3,7.0,,,,,140,464,3.3,7
3,1999,Julius Jones,Julius,Jones,12.0,75.0,375.0,5.0,3.0,3.0,90.0,30.0,0.0,78,465,6.0,3
4,1999,Tony Driver,Tony,Driver,7.0,49.0,187.0,3.8,4.0,1.0,6.0,6.0,0.0,50,193,3.9,4
5,1999,Tom Lopienski,Tom,Lopienski,12.0,25.0,76.0,3.0,0.0,3.0,13.0,4.3,0.0,28,89,3.2,0
6,1999,Joey Goodspeed,Joey,Goodspeed,12.0,22.0,59.0,2.7,0.0,12.0,91.0,7.6,0.0,34,150,4.4,0
7,1999,Arnaz Battle,Arnaz,Battle,7.0,19.0,100.0,5.3,1.0,,,,,19,100,5.3,1
8,1999,Terrance Howard,Terrance,Howard,9.0,18.0,100.0,5.6,1.0,3.0,31.0,10.3,0.0,21,131,6.2,1
9,1999,David Givens,David,Givens,12.0,6.0,13.0,2.2,1.0,14.0,187.0,13.4,1.0,20,200,10.0,2
10,1999,Joey Getherall,Joey,Getherall,10.0,4.0,21.0,5.3,2.0,35.0,436.0,12.5,3.0,39,457,11.7,5
11,1999,Tim O'Neill,Tim,O'Neill,1.0,2.0,4.0,2.0,0.0,,,,,2,4,2.0,0
12,1999,Joey Hildbold,Joey,Hildbold,12.0,2.0,-12.0,-6.0,0.0,,,,,2,-12,-6.0,0
13,1999,Javin Hunter,Javin,Hunter,12.0,1.0,13.0,13.0,0.0,13.0,224.0,17.2,0.0,14,237,16.9,0
14,1999,Raki Nelson,Raki,Nelson,6.0,1.0,-4.0,-4.0,0.0,23.0,395.0,17.2,0.0,24,391,16.3,0
15,1999,Jabari Holloway,Jabari,Holloway,12.0,,,,1.0,12.0,189.0,15.8,3.0,12,189,15.8,4
16,1999,Bobby Brown,Bobby,Brown,12.0,,,,,36.0,608.0,16.9,5.0,36,608,16.9,5
17,1999,Dan O'Leary,Dan,O'Leary,12.0,,,,,13.0,183.0,14.1,2.0,13,183,14.1,2
18,1999,Jay Johnson,Jay,Johnson,11.0,,,,,6.0,109.0,18.2,2.0,6,109,18.2,2
1,2000,Julius Jones,Julius,Jones,10.0,162.0,657.0,4.1,7.0,6.0,50.0,8.3,0.0,168,707,4.2,7
2,2000,Tony Fisher,Tony,Fisher,11.0,132.0,607.0,4.6,6.0,12.0,106.0,8.8,3.0,144,713,5.0,9
3,2000,Terrance Howard,Terrance,Howard,11.0,75.0,424.0,5.7,4.0,8.0,77.0,9.6,0.0,83,501,6.0,4
4,2000,Matt LoVecchio,Matt,LoVecchio,8.0,72.0,300.0,4.2,2.0,,,,,72,300,4.2,2
5,2000,Arnaz Battle,Arnaz,Battle,2.0,26.0,157.0,6.0,0.0,,,,,26,157,6.0,0
6,2000,David Givens,David,Givens,11.0,24.0,101.0,4.2,2.0,25.0,310.0,12.4,2.0,49,411,8.4,4
7,2000,Tom Lopienski,Tom,Lopienski,10.0,9.0,18.0,2.0,0.0,5.0,79.0,15.8,1.0,14,97,6.9,1
8,2000,Gary Godsey,Gary,Godsey,5.0,9.0,2.0,0.2,1.0,,,,,9,2,0.2,1
9,2000,Joey Getherall,Joey,Getherall,11.0,8.0,78.0,9.8,1.0,17.0,323.0,19.0,4.0,25,401,16.0,5
10,2000,Chris Yura,Chris,Yura,11.0,6.0,5.0,0.8,0.0,,,,,6,5,0.8,0
11,2000,Jason Murray,Jason,Murray,8.0,4.0,14.0,3.5,0.0,2.0,12.0,6.0,1.0,6,26,4.3,1
12,2000,Javin Hunter,Javin,Hunter,11.0,1.0,23.0,23.0,0.0,13.0,256.0,19.7,3.0,14,279,19.9,3
13,2000,Nicholas Setta,Nicholas,Setta,11.0,1.0,5.0,5.0,1.0,,,,,1,5,5.0,1
14,2000,Nick Setta,Nick,Setta,11.0,1.0,5.0,5.0,1.0,,,,,1,5,5.0,1
15,2000,Dan O'Leary,Dan,O'Leary,11.0,,,,,10.0,87.0,8.7,1.0,10,87,8.7,1
16,2000,Jabari Holloway,Jabari,Holloway,10.0,,,,,6.0,97.0,16.2,0.0,6,97,16.2,0
17,2000,Jay Johnson,Jay,Johnson,8.0,,,,,2.0,58.0,29.0,1.0,2,58,29.0,1
18,2000,Jordan Black,Jordan,Black,11.0,,,,,1.0,-1.0,-1.0,0.0,1,-1,-1.0,0
1,2001,Julius Jones,Julius,Jones,11.0,168.0,718.0,4.3,6.0,9.0,57.0,6.3,1.0,177,775,4.4,7
2,2001,Carlyle Holiday,Carlyle,Holiday,11.0,156.0,666.0,4.3,2.0,1.0,17.0,17.0,0.0,157,683,4.4,2
3,2001,Tony Fisher,Tony,Fisher,9.0,78.0,384.0,4.9,4.0,3.0,-4.0,-1.3,0.0,81,380,4.7,4
4,2001,Terrance Howard,Terrance,Howard,11.0,48.0,160.0,3.3,3.0,,,,,48,160,3.3,3
5,2001,Ryan Grant,Ryan,Grant,5.0,29.0,110.0,3.8,1.0,2.0,7.0,3.5,0.0,31,117,3.8,1
6,2001,Matt LoVecchio,Matt,LoVecchio,7.0,18.0,-17.0,-0.9,0.0,,,,,18,-17,-0.9,0
7,2001,Tom Lopienski,Tom,Lopienski,11.0,10.0,63.0,6.3,0.0,2.0,17.0,8.5,0.0,12,80,6.7,0
8,2001,David Givens,David,Givens,10.0,7.0,6.0,0.9,0.0,33.0,317.0,9.6,0.0,40,323,8.1,0
9,2001,Mike McNair,Mike,McNair,8.0,5.0,15.0,3.0,0.0,,,,,5,15,3.0,0
10,2001,Arnaz Battle,Arnaz,Battle,7.0,3.0,8.0,2.7,0.0,5.0,40.0,8.0,0.0,8,48,6.0,0
11,2001,Jason Murray,Jason,Murray,11.0,2.0,3.0,1.5,0.0,,,,,2,3,1.5,0
12,2001,Jared Clark,Jared,Clark,2.0,1.0,5.0,5.0,0.0,,,,,1,5,5.0,0
13,2001,Nicholas Setta,Nicholas,Setta,11.0,1.0,-3.0,-3.0,0.0,,,,,1,-3,-3.0,0
14,2001,Nick Setta,Nick,Setta,11.0,1.0,-3.0,-3.0,0.0,,,,,1,-3,-3.0,0
15,2001,Javin Hunter,Javin,Hunter,11.0,,,,,37.0,387.0,10.5,1.0,37,387,10.5,1
16,2001,Omar Jenkins,Omar,Jenkins,11.0,,,,,7.0,111.0,15.9,1.0,7,111,15.9,1
17,2001,John Owens,John,Owens,11.0,,,,,6.0,79.0,13.2,1.0,6,79,13.2,1
18,2001,Gary Godsey,Gary,Godsey,11.0,,,,,2.0,50.0,25.0,0.0,2,50,25.0,0
19,2001,Carlos Campbell,Carlos,Campbell,5.0,,,,,1.0,32.0,32.0,0.0,1,32,32.0,0
20,2001,Ronnie Rodamer,Ronnie,Rodamer,7.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0
1,2002,Ryan Grant,Ryan,Grant,13.0,261.0,1085.0,4.2,9.0,9.0,22.0,2.4,0.0,270,1107,4.1,9
2,2002,Carlyle Holiday,Carlyle,Holiday,12.0,92.0,200.0,2.2,3.0,1.0,30.0,30.0,0.0,93,230,2.5,3
3,2002,Rashon Powers-Neal,Rashon,Powers-Neal,10.0,77.0,333.0,4.3,2.0,1.0,4.0,4.0,0.0,78,337,4.3,2
4,2002,Marcus Wilson,Marcus,Wilson,10.0,39.0,110.0,2.8,0.0,4.0,16.0,4.0,0.0,43,126,2.9,0
5,2002,Tom Lopienski,Tom,Lopienski,12.0,20.0,48.0,2.4,1.0,3.0,31.0,10.3,0.0,23,79,3.4,1
6,2002,Tim O'Neill,Tim,O'Neill,7.0,9.0,74.0,8.2,0.0,,,,,9,74,8.2,0
7,2002,Mike McNair,Mike,McNair,13.0,6.0,25.0,4.2,0.0,1.0,6.0,6.0,0.0,7,31,4.4,0
8,2002,Pat Dillingham,Pat,Dillingham,7.0,6.0,-35.0,-5.8,0.0,,,,,6,-35,-5.8,0
9,2002,Arnaz Battle,Arnaz,Battle,13.0,3.0,2.0,0.7,0.0,58.0,786.0,13.6,5.0,61,788,12.9,5
10,2002,Chris Yura,Chris,Yura,13.0,1.0,7.0,7.0,0.0,,,,,1,7,7.0,0
11,2002,Dan Novakov,Dan,Novakov,1.0,1.0,-1.0,-1.0,0.0,,,,,1,-1,-1.0,0
12,2002,David Miller,David,Miller,,1.0,-12.0,-12.0,0.0,,,,,1,-12,-12.0,0
13,2002,Omar Jenkins,Omar,Jenkins,13.0,,,,,37.0,633.0,17.1,3.0,37,633,17.1,3
14,2002,Maurice Stovall,Maurice,Stovall,13.0,,,,,18.0,312.0,17.3,3.0,18,312,17.3,3
15,2002,Gary Godsey,Gary,Godsey,13.0,,,,,16.0,155.0,9.7,0.0,16,155,9.7,0
16,2002,Rhema McKnight,Rhema,McKnight,12.0,,,,,9.0,91.0,10.1,0.0,9,91,10.1,0
17,2002,Jared Clark,Jared,Clark,13.0,,,,,7.0,104.0,14.9,0.0,7,104,14.9,0
18,2002,Carlos Campbell,Carlos,Campbell,12.0,,,,,4.0,38.0,9.5,0.0,4,38,9.5,0
19,2002,Ronnie Rodamer,Ronnie,Rodamer,13.0,,,,,2.0,14.0,7.0,0.0,2,14,7.0,0
20,2002,Matt Shelton,Matt,Shelton,9.0,,,,,1.0,18.0,18.0,0.0,1,18,18.0,0
21,2002,Billy Palmer,Billy,Palmer,13.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0
1,2003,Julius Jones,Julius,Jones,12.0,229.0,1268.0,5.5,10.0,10.0,53.0,5.3,0.0,239,1321,5.5,10
2,2003,Ryan Grant,Ryan,Grant,12.0,143.0,510.0,3.6,3.0,9.0,64.0,7.1,0.0,152,574,3.8,3
3,2003,Brady Quinn,Brady,Quinn,12.0,48.0,25.0,0.5,0.0,,,,,48,25,0.5,0
4,2003,Carlyle Holiday,Carlyle,Holiday,11.0,28.0,29.0,1.0,0.0,2.0,13.0,6.5,0.0,30,42,1.4,0
5,2003,Marcus Wilson,Marcus,Wilson,11.0,14.0,29.0,2.1,0.0,,,,,14,29,2.1,0
6,2003,Rashon Powers-Neal,Rashon,Powers-Neal,12.0,4.0,15.0,3.8,0.0,7.0,50.0,7.1,0.0,11,65,5.9,0
7,2003,Jared Clark,Jared,Clark,12.0,1.0,12.0,12.0,0.0,15.0,142.0,9.5,0.0,16,154,9.6,0
8,2003,Nate Schiccatano,Nate,Schiccatano,6.0,1.0,2.0,2.0,0.0,,,,,1,2,2.0,0
9,2003,Rhema McKnight,Rhema,McKnight,12.0,,,,,47.0,600.0,12.8,3.0,47,600,12.8,3
10,2003,Omar Jenkins,Omar,Jenkins,12.0,,,,,36.0,344.0,9.6,1.0,36,344,9.6,1
11,2003,Maurice Stovall,Maurice,Stovall,12.0,,,,,22.0,421.0,19.1,3.0,22,421,19.1,3
12,2003,Anthony Fasano,Anthony,Fasano,11.0,,,,,18.0,169.0,9.4,2.0,18,169,9.4,2
13,2003,Josh Schmidt,Josh,Schmidt,12.0,,,,,13.0,125.0,9.6,0.0,13,125,9.6,0
14,2003,Jeff Samardzija,Jeff,Samardzija,12.0,,,,,7.0,53.0,7.6,0.0,7,53,7.6,0
15,2003,Matt Shelton,Matt,Shelton,11.0,,,,,3.0,80.0,26.7,1.0,3,80,26.7,1
16,2003,Chinedum Ndukwe,Chinedum,Ndukwe,12.0,,,,,3.0,14.0,4.7,0.0,3,14,4.7,0
17,2003,Billy Palmer,Billy,Palmer,12.0,,,,,1.0,13.0,13.0,0.0,1,13,13.0,0
18,2003,Jeff Jenkins,Jeff,Jenkins,4.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0
19,2003,Dan Stevenson,Dan,Stevenson,12.0,,,,,1.0,1.0,1.0,0.0,1,1,1.0,0
1,2004,Darius Walker,Darius,Walker,11.0,185.0,786.0,4.2,7.0,10.0,74.0,7.4,0.0,195,860,4.4,7
2,2004,Ryan Grant,Ryan,Grant,9.0,127.0,515.0,4.1,5.0,6.0,51.0,8.5,0.0,133,566,4.3,5
3,2004,Brady Quinn,Brady,Quinn,12.0,54.0,-4.0,-0.1,3.0,2.0,0.0,0.0,0.0,56,-4,-0.1,3
4,2004,Marcus Wilson,Marcus,Wilson,12.0,35.0,138.0,3.9,1.0,5.0,38.0,7.6,0.0,40,176,4.4,1
5,2004,Travis Thomas,Travis,Thomas,10.0,25.0,25.0,1.0,0.0,3.0,30.0,10.0,0.0,28,55,2.0,0
6,2004,Rashon Powers-Neal,Rashon,Powers-Neal,12.0,13.0,28.0,2.2,1.0,10.0,72.0,7.2,2.0,23,100,4.3,3
7,2004,Jeff Jenkins,Jeff,Jenkins,4.0,9.0,43.0,4.8,0.0,2.0,10.0,5.0,0.0,11,53,4.8,0
8,2004,Justin Hoskins,Justin,Hoskins,6.0,4.0,16.0,4.0,0.0,,,,,4,16,4.0,0
9,2004,Carlyle Holiday,Carlyle,Holiday,12.0,2.0,3.0,1.5,0.0,3.0,25.0,8.3,0.0,5,28,5.6,0
10,2004,Matt Shelton,Matt,Shelton,12.0,1.0,0.0,0.0,0.0,20.0,515.0,25.8,6.0,21,515,24.5,6
11,2004,Chase Anastasio,Chase,Anastasio,12.0,1.0,-13.0,-13.0,0.0,1.0,15.0,15.0,0.0,2,2,1.0,0
12,2004,Rhema McKnight,Rhema,McKnight,12.0,,,,,42.0,610.0,14.5,3.0,42,610,14.5,3
13,2004,Anthony Fasano,Anthony,Fasano,11.0,,,,,27.0,367.0,13.6,4.0,27,367,13.6,4
14,2004,Maurice Stovall,Maurice,Stovall,9.0,,,,,21.0,313.0,14.9,1.0,21,313,14.9,1
15,2004,Jeff Samardzija,Jeff,Samardzija,12.0,,,,,17.0,274.0,16.1,0.0,17,274,16.1,0
16,2004,Jerome Collins,Jerome,Collins,12.0,,,,,6.0,67.0,11.2,0.0,6,67,11.2,0
17,2004,John Carlson,John,Carlson,12.0,,,,,6.0,31.0,5.2,0.0,6,31,5.2,0
18,2004,Marcus Freeman,Marcus,Freeman,8.0,,,,,5.0,50.0,10.0,0.0,5,50,10.0,0
19,2004,Billy Palmer,Billy,Palmer,12.0,,,,,4.0,34.0,8.5,1.0,4,34,8.5,1
20,2004,Josh Schmidt,Josh,Schmidt,10.0,,,,,3.0,31.0,10.3,0.0,3,31,10.3,0
21,2004,Chris Vaughn,Chris,Vaughn,5.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0
22,2004,Ryan Harris,Ryan,Harris,12.0,,,,,1.0,3.0,3.0,0.0,1,3,3.0,0
1,2005,Darius Walker,Darius,Walker,12.0,253.0,1196.0,4.7,9.0,43.0,351.0,8.2,2.0,296,1547,5.2,11
2,2005,Brady Quinn,Brady,Quinn,12.0,70.0,90.0,1.3,1.0,,,,,70,90,1.3,1
3,2005,Travis Thomas,Travis,Thomas,12.0,63.0,248.0,3.9,5.0,2.0,9.0,4.5,0.0,65,257,4.0,5
4,2005,Rashon Powers-Neal,Rashon,Powers-Neal,5.0,31.0,100.0,3.2,6.0,9.0,90.0,10.0,0.0,40,190,4.8,6
5,2005,Asaph Schwapp,Asaph,Schwapp,12.0,27.0,67.0,2.5,0.0,3.0,22.0,7.3,0.0,30,89,3.0,0
6,2005,Jeff Jenkins,Jeff,Jenkins,11.0,19.0,56.0,2.9,0.0,,,,,19,56,2.9,0
7,2005,Jeff Samardzija,Jeff,Samardzija,12.0,9.0,13.0,1.4,0.0,77.0,1249.0,16.2,15.0,86,1262,14.7,15
8,2005,David Grimes,David,Grimes,11.0,2.0,8.0,4.0,0.0,2.0,19.0,9.5,0.0,4,27,6.8,0
9,2005,Maurice Stovall,Maurice,Stovall,12.0,2.0,1.0,0.5,0.0,69.0,1149.0,16.7,11.0,71,1150,16.2,11
10,2005,Justin Hoskins,Justin,Hoskins,5.0,2.0,-1.0,-0.5,0.0,,,,,2,-1,-0.5,0
11,2005,David Wolke,David,Wolke,6.0,1.0,22.0,22.0,0.0,,,,,1,22,22.0,0
12,2005,Ashley McConnell,Ashley,McConnell,3.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0
13,2005,Rhema McKnight,Rhema,McKnight,2.0,1.0,-7.0,-7.0,0.0,5.0,69.0,13.8,1.0,6,62,10.3,1
14,2005,Anthony Fasano,Anthony,Fasano,12.0,,,,,47.0,576.0,12.3,2.0,47,576,12.3,2
15,2005,Matt Shelton,Matt,Shelton,12.0,,,,,28.0,329.0,11.8,0.0,28,329,11.8,0
16,2005,John Carlson,John,Carlson,12.0,,,,,7.0,56.0,8.0,1.0,7,56,8.0,1
17,2005,Rob Woods,Rob,Woods,11.0,,,,,1.0,28.0,28.0,0.0,1,28,28.0,0
18,2005,Michael O'Hara,Michael,O'Hara,2.0,,,,,1.0,16.0,16.0,0.0,1,16,16.0,0
1,2006,Darius Walker,Darius,Walker,13.0,255.0,1267.0,5.0,7.0,56.0,391.0,7.0,1.0,311,1658,5.3,8
2,2006,Brady Quinn,Brady,Quinn,13.0,82.0,71.0,0.9,2.0,,,,,82,71,0.9,2
3,2006,James Aldridge,James,Aldridge,7.0,37.0,142.0,3.8,0.0,,,,,37,142,3.8,0
4,2006,Munir Prince,Munir,Prince,10.0,15.0,21.0,1.4,0.0,,,,,15,21,1.4,0
5,2006,Travis Thomas,Travis,Thomas,11.0,13.0,78.0,6.0,2.0,,,,,13,78,6.0,2
6,2006,Asaph Schwapp,Asaph,Schwapp,2.0,4.0,15.0,3.8,0.0,,,,,4,15,3.8,0
7,2006,Jeff Samardzija,Jeff,Samardzija,13.0,4.0,6.0,1.5,1.0,78.0,1017.0,13.0,12.0,82,1023,12.5,13
8,2006,Ashley McConnell,Ashley,McConnell,13.0,3.0,6.0,2.0,0.0,2.0,8.0,4.0,1.0,5,14,2.8,1
9,2006,John Lyons,John,Lyons,1.0,2.0,14.0,7.0,0.0,,,,,2,14,7.0,0
10,2006,Evan Sharpley,Evan,Sharpley,8.0,2.0,0.0,0.0,0.0,,,,,2,0,0.0,0
11,2006,George West,George,West,13.0,1.0,11.0,11.0,1.0,2.0,14.0,7.0,0.0,3,25,8.3,1
12,2006,Rhema McKnight,Rhema,McKnight,13.0,1.0,5.0,5.0,0.0,67.0,907.0,13.5,15.0,68,912,13.4,15
13,2006,David Grimes,David,Grimes,12.0,1.0,2.0,2.0,1.0,26.0,336.0,12.9,2.0,27,338,12.5,3
14,2006,John Carlson,John,Carlson,11.0,,,,,47.0,634.0,13.5,4.0,47,634,13.5,4
15,2006,Marcus Freeman,Marcus,Freeman,13.0,,,,,9.0,98.0,10.9,2.0,9,98,10.9,2
16,2006,Chase Anastasio,Chase,Anastasio,11.0,,,,,2.0,21.0,10.5,0.0,2,21,10.5,0
17,2006,Robby Parris,Robby,Parris,6.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0
1,2007,James Aldridge,James,Aldridge,11.0,121.0,463.0,3.8,0.0,5.0,30.0,6.0,0.0,126,493,3.9,0
2,2007,Armando Allen,Armando,Allen,12.0,86.0,348.0,4.0,0.0,24.0,124.0,5.2,1.0,110,472,4.3,1
3,2007,Jimmy Clausen,Jimmy,Clausen,10.0,62.0,-187.0,-3.0,2.0,,,,,62,-187,-3.0,2
4,2007,Robert Hughes,Robert,Hughes,11.0,53.0,294.0,5.5,4.0,3.0,17.0,5.7,0.0,56,311,5.6,4
5,2007,Evan Sharpley,Evan,Sharpley,8.0,38.0,-95.0,-2.5,0.0,,,,,38,-95,-2.5,0
6,2007,Travis Thomas,Travis,Thomas,12.0,27.0,58.0,2.1,5.0,1.0,-1.0,-1.0,0.0,28,57,2.0,5
7,2007,Demetrius Jones,Demetrius,Jones,1.0,12.0,28.0,2.3,0.0,,,,,12,28,2.3,0
8,2007,Asaph Schwapp,Asaph,Schwapp,12.0,12.0,14.0,1.2,0.0,3.0,27.0,9.0,0.0,15,41,2.7,0
9,2007,Junior Jabbie,Junior,Jabbie,12.0,10.0,35.0,3.5,0.0,14.0,123.0,8.8,0.0,24,158,6.6,0
10,2007,Tom Zbikowski,Tom,Zbikowski,12.0,3.0,0.0,0.0,0.0,,,,,3,0,0.0,0
11,2007,Luke Schmidt,Luke,Schmidt,11.0,2.0,6.0,3.0,0.0,3.0,16.0,5.3,0.0,5,22,4.4,0
12,2007,Golden Tate,Golden,Tate,12.0,1.0,4.0,4.0,0.0,6.0,131.0,21.8,1.0,7,135,19.3,1
13,2007,Geoff Price,Geoff,Price,9.0,1.0,-12.0,-12.0,0.0,,,,,1,-12,-12.0,0
14,2007,John Carlson,John,Carlson,12.0,,,,,40.0,372.0,9.3,3.0,40,372,9.3,3
15,2007,Duval Kamara,Duval,Kamara,11.0,,,,,32.0,357.0,11.2,4.0,32,357,11.2,4
16,2007,Robby Parris,Robby,Parris,12.0,,,,,29.0,361.0,12.4,1.0,29,361,12.4,1
17,2007,David Grimes,David,Grimes,10.0,,,,,27.0,224.0,8.3,2.0,27,224,8.3,2
18,2007,George West,George,West,12.0,,,,,21.0,172.0,8.2,0.0,21,172,8.2,0
19,2007,Will Yeatman,Will,Yeatman,12.0,,,,,6.0,37.0,6.2,0.0,6,37,6.2,0
20,2007,D.J. Hord,D.J.,Hord,6.0,,,,,2.0,7.0,3.5,0.0,2,7,3.5,0
21,2007,Mike Ragone,Mike,Ragone,11.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0
1,2008,Armando Allen,Armando,Allen,13.0,134.0,585.0,4.4,3.0,50.0,355.0,7.1,2.0,184,940,5.1,5
